id,code,grade,subject,strand,cluster,description,dateadopted,status,sourceurl,clarifications,glossaryterms,purposeandstrategies,misconceptions,tieredinstruction,instructionaltasks,instructionalitems,horizontalalignment,verticalalignment,previousbenchmarks,nextbenchmarks,relatedcourses,accesspoints,resourcelinks,materials
15627,MA.912.F.1.9,912,Mathematics (B.E.S.T.),Functions,"Understand, compare and analyze properties of functions.","Determine whether a function is even, odd or neither when represented algebraically, graphically or in a table.",,State Board Approved,,,,,,,,,,,,,,,,
15629,MA.912.F.2.1,912,Mathematics (B.E.S.T.),Functions,Identify and describe the effects of transformations on functions. Create new functions given transformations.,"Identify the effect on the graph or table of a given function after replacing f(x) by f(x)+k,kf(x), f(kx) and f(x+k) for specific values of k.",,State Board Approved,,"Clarification 1: Within the Algebra 1 course, functions are limited to linear, quadratic and absolute value. | Clarification 2: Instruction focuses on including positive and negative values for k.",,,"Similar to writing functions in vertex form, students may confuse effect of the sign of k in f(x + k). Direct these students to examine a graph of the two functions to see that the horizontal shift is opposite of the sign of k. | Vertical stretch/compression can be hard for students to see on linear functions initially and they may interpret stretch/compression as rotation. Introduce the effects of kf(x) and f(kx) by using a quadratic or absolute value function first before analyzing the effect on a linear function. | Students may think that a vertical and horizontal stretch from kf(x) and f(kx) look the same. For linear and quadratic functions, it can help to have a non-zero y-intercept to visualize the difference.",,,,,,,,,,,
15630,MA.912.F.2.2,912,Mathematics (B.E.S.T.),Functions,Identify and describe the effects of transformations on functions. Create new functions given transformations.,Identify the effect on the graph of a given function of two or more transformations defined by adding a real number to the x- or y- values or multiplying the x- or y- values by a real number.,,State Board Approved,,,,,"Similar to writing functions in vertex form, students may confuse effect of the sign of k in f(x + k). Direct these students to examine a graph of the two functions to see that the horizontal shift is opposite of the sign of k. | Students may think that a vertical and horizontal stretch from kf(x) and f(kx) look the same. For linear and quadratic functions, it can help to have a non-zero y-intercept to visualize the difference.",,,,,,,,,,,
15631,MA.912.F.2.3,912,Mathematics (B.E.S.T.),Functions,Identify and describe the effects of transformations on functions. Create new functions given transformations.,"Given the graph or table of f(x) and the graph or table of f(x)+k,kf(x), f(kx) and f(x+k), state the type of transformation and find the value of the real number k.",,State Board Approved,,"Clarification 1: Within the Algebra 1 course, functions are limited to linear, quadratic and absolute value.",,,"Some students may have difficulty seeing the impact of a transformation when comparing tables and graphs. In these cases, encourage students to convert the graph to a second table, using the same domain as the first table. This should aid in comparisons. | Similar to writing functions in vertex form, students may confuse effect of the sign of k in f(x + k). Direct these students to examine a graph of the two functions to see that the horizontal shift is opposite of the sign of k. | Vertical stretch/compression can be hard for students to see on linear functions initially and they may interpret stretch/compression as rotation. Introduce the effects of kf(x) and f(kx) by using a quadratic or absolute value function first before analyzing the effect on a linear function. | Students may think that a vertical and horizontal stretch from kf(x) and f(kx) look the same. | For linear and quadratic functions, it can help to have a non-zero y-intercept to visualize the difference.",,,,,,,,,,,
15632,MA.912.F.2.4,912,Mathematics (B.E.S.T.),Functions,Identify and describe the effects of transformations on functions. Create new functions given transformations.,"Given the graph or table of values of two or more transformations of a function, state the type of transformation and find the values of the real number that defines the transformation.",,State Board Approved,,,,,"Some students may have difficulty seeing the impact of a transformation when comparing tables and graphs. In these cases, encourage students to convert the graph to a second table, using the same domain as the first table. This should aid in comparisons (MTR.2.1). | Similar to writing functions in vertex form, students may confuse the effect of the sign of k in (x + k). Direct these students to examine a graph of the two functions to see that the horizontal shift is opposite of the sign of k. | Vertical stretch/compression can be hard for students to see on linear functions initially and they may interpret stretch/compression as rotation. Introduce the effects of k(x) and f(kx) by using a quadratic or absolute value function first before analyzing the effect on a linear function. | Students may think that a vertical and horizontal stretch from k(x) and f(kx) look the same. For linear and quadratic functions, it can help to have a non-zero y-intercept to visualize the difference.",,,,,,,,,,,
15633,MA.912.F.2.5,912,Mathematics (B.E.S.T.),Functions,Identify and describe the effects of transformations on functions. Create new functions given transformations.,"Given a table, equation or graph that represents a function, create a corresponding table, equation or graph of the transformed function defined by adding a real number to the x- or y-values or multiplying the x- or y-values by a real number.",,State Board Approved,,,,,"Some students may have difficulty seeing the impact of a transformation when comparing tables and graphs. In these cases, encourage students to convert the graph to a second table, using the same domain as the first table. This should aid in comparisons (MTR.2.1). | Some students misinterpret how the parameters of the equation of a transformed function are affected by a horizontal translation. This may indicate that students do not understand the relationship between the graph and the equation of the function. For example, a student may think that g(x) = f(x + 1) is a horizontal translation to the right because of the positive addend for x. One potential teaching strategy would be using a graphing utility to graph the function f(x) = (x − C)2 creating C as slider, and then allowing students to explore the translation results as the value of the slider changes. | For example, a student may think that g(x) = f(x + 1) is a horizontal translation to the right because of the positive addend for x. One potential teaching strategy would be using a graphing utility to graph the function f(x) = (x − C)2 creating C as slider, and then allowing students to explore the translation results as the value of the slider changes. | (x − C)2 | Some students may have difficulties understanding that multiplying the input of a function by a number greater than 1 will result in a horizontal compression of the graph instead of a stretching. It is important to point out that multiplying the x-value does not change the original value of the input. Because the input is being multiplied by a number greater than 1, a smaller input in the transformed function is needed to obtain the same output from the original function. One potential teaching strategy would be using a graphing utility to graph the function f(x) = (Bx)2 creating B as slider, and then allowing students to explore the stretching/compression results as the value of the slider changes from 0 to 2. Remind students that negative values of B will result in a vertical reflection of the function. | Some students may have difficulties understanding that multiplying the input of a function by a number greater than 1 will result in a horizontal compression of the graph instead of a stretching. It is important to point out that multiplying the x-value does not change the original value of the input. Because the input is being multiplied by a number greater than 1, a smaller input in the transformed function is needed to obtain the same output from the original function. One potential teaching strategy would be using a graphing utility to graph the function f(x) = ( | creating B as slider, and then allowing students to explore the stretching/compression results as the value of the slider changes from 0 to 2. Remind students that negative values of B will result in a vertical reflection of the function.",,,,,,,,,,,
15635,MA.912.F.3.1,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,"Given a mathematical or real-world context, combine two functions, limited to linear and quadratic, using arithmetic operations. When appropriate, include domain restrictions for the new function.",,State Board Approved,,"Clarification 1: Instruction includes representing domain restrictions with inequality notation, interval notation or set-builder notation. | Clarification 2: Within the Algebra 1 Honors course, notations for domain and range are limited to inequality and set-builder.",,,,,,,,,,,,,,
15636,MA.912.F.3.2,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,"Given a mathematical or real-world context, combine two or more functions, limited to linear, quadratic, exponential and polynomial, using arithmetic operations. When appropriate, include domain restrictions for the new function.",,State Board Approved,,"Clarification 1: Instruction includes representing domain restrictions with inequality notation, interval notation or set-builder notation. | Clarification 2: Within the Mathematics for Data and Financial Literacy course, problem types focus on money and business.",,,"When multiplying and dividing functions students may struggle working with exponents, remind students of the multiplication and division properties of exponents, include negative exponents. | When finding the domain of the new function, students find the union of the domains instead of the intersection. Emphasize that they need to find what the domains have in common. | When finding the domain of fg students forget to identify the restrictions on the domain. Remind students that they always need to find the values that make g(x) = 0 and exclude them from the domain of fg.",,,,,,,,,,,
15637,MA.912.F.3.3,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,Solve mathematical and real-world problems involving functions that have been combined using arithmetic operations.,,State Board Approved,,,,,,,,,,,,,,,,
15638,MA.912.F.3.4,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,Represent the composition of two functions algebraically or in a table. Determine the domain and range of the composite function.,,State Board Approved,,,,,"Students sometimes believe that variables represent just a fixed number, so they struggle understanding that a variable can also represent a function. | Students struggle evaluating functions for numerical inputs, so it is more difficult for them evaluating for inputs that are functions. | Students may not understand the function notation for composition thinking that f(g(x)) means to multiply function g by function f. | Students confuse the composition (f° g) with the product (f · g). Emphasize that the composition means “evaluate g at x, then evaluate f at the result g(x).” | Some students might thing that (f ° g) is the same as (g ° f). Emphasize that composition is not commutative. | When finding the domain of a composite function, sometimes students find the union of the domains instead of the intersection. Emphasize that they need to find what the domains have in common, the intersection. Also, students sometimes forget to include the restrictions on the domain of the inner function on the domain of the composite function. Remind them to use the most restrictive domain.",,,,,,,,,,,
15639,MA.912.F.3.5,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,Solve mathematical and real-world problems involving composite functions.,,State Board Approved,,,,,,,,,,,,,,,,
15640,MA.912.F.3.6,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,"Determine whether an inverse function exists by analyzing tables, graphs and equations.",,State Board Approved,,,,,Students may confuse the horizontal line test (used to determine if the function has an inverse) with the vertical line test which determines if the graph represents a function. | Students may not understand how to transpose the input and output values in a table to determine the inverse of a function. | Students may not understand that it is possible for a function to have an inverse that may not be a function.,,,,,,,,,,,
15641,MA.912.F.3.7,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,"Represent the inverse of a function algebraically, graphically or in a table. Use composition of functions to verify that one function is the inverse of the other.",,State Board Approved,,Clarification 1: Instruction includes the understanding that a logarithmic function is the inverse of an exponential function.,,,"Students may think that they should get a numerical value (most commonly zero or 1) for their solution when composing the two functions in order for the functions to be inverses, rather than getting the solution “x.” | Students may not understand how the graphs of inverse functions will reflect over the line y = x. Students may not realize that it has to reflect over the line y = x rather than just be a reflection over any line. | Students may not understand how to look for patterns in the table that will justify that a function is an inverse of their given function.",,,,,,,,,,,
15642,MA.912.F.3.8,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,Produce an invertible function from a non-invertible function by restricting the domain.,,State Board Approved,,,,,,,,,,,,,,,,
15643,MA.912.F.3.9,912,Mathematics (B.E.S.T.),Functions,Create new functions from existing functions.,Solve mathematical and real-world problems involving inverse functions.,,State Board Approved,,,,,,,,,,,,,,,,
15644,MA.912.FL.1.1,912,Mathematics (B.E.S.T.),Financial Literacy,Build mathematical foundations for financial literacy.,"Extend previous knowledge of operations of fractions, percentages and decimals to solve real-world problems involving money and business.",,State Board Approved,,"Clarification 1: Problems include discounts, markups, simple interest, tax, tips, fees, percent increase, percent decrease and percent error.",,,"Students may incorrectly truncate repeating decimals when problem solving. | Students may incorrectly divide when the quotient is not a whole number. For example, students may use the remainder of a problem as a decimal representation. | For example, students may use the remainder of a problem as a decimal representation. | Students may incorrectly place the decimal point when calculating with percentages. If students have discovered the shortcut of moving the decimal point twice, instruction includes understanding of how a percent relates to fractions and decimals. | Students may incorrectly place the decimal point when calculating with percentages. If students have discovered the shortcut of moving the decimal point twice, instruction includes understanding of how a percent relates to fractions and decimals. | Students may forget to change the percent amount into decimal form (divide the percent by 100) when setting up an equation (MTR.3.1). | Students may forget to change the percent amount into decimal form (divide the percent by 100) when setting up an equation (MTR.3.1). | Students may incorrectly believe all percentages must be between 1 and 100%. To address this misconception, provide examples of percentages below 1% and over 100%. | Students may incorrectly believe all percentages must be between 1 and 100%. To address this misconception, provide examples of percentages below 1% and over 100%. | Students may incorrectly believe a percent containing a decimal is already in decimal form. For example, emphasize that 43.5% is 43.5 out of 100 and dividing by 100 will provide the decimal form. | Students may incorrectly believe a percent containing a decimal is already in decimal form. | For example, emphasize that 43.5% is 43.5 out of 100 and dividing by 100 will provide the decimal form. | For example, emphasize that 43.5% is 43.5 out of 100 and dividing by 100 will provide the decimal form. | In multiple discount problems, students may incorrectly combine the discounts instead of working them sequentially (MTR.5.1). For example, 25% off, then 10% off could incorrectly lead to 35% off rather than finding 25% off before calculating the additional 10% off. | In multiple discount problems, students may incorrectly combine the discounts instead of working them sequentially (MTR.5.1). | For example, 25% off, then 10% off could incorrectly lead to 35% off rather than finding 25% off before calculating the additional 10% off. | For example, 25% off, then 10% off could incorrectly lead to 35% off rather than finding 25% off before calculating the additional 10% off.",,,,,,,,,,,
15645,MA.912.FL.1.2,912,Mathematics (B.E.S.T.),Financial Literacy,Build mathematical foundations for financial literacy.,Extend previous knowledge of ratios and proportional relationships to solve real-world problems involving money and business.,,State Board Approved,,,,,"Students may not understand the difference between an additive comparison and a multiplicative comparison. To help address this misconception, instruction includes the understanding that proportions are multiplicative comparisons. | Students may incorrectly set up proportions with one of the ratios having incorrect numbers in the numerator and denominator. | Students may need information to clarify flat tax rates versus other tax rates. When working with students related to business and taxes in this benchmark include discussions on flat tax rates.",,,,,,,,,,,
15646,MA.912.FL.1.3,912,Mathematics (B.E.S.T.),Financial Literacy,Build mathematical foundations for financial literacy.,Solve real-world problems involving weighted averages using spreadsheets and other technology.,,State Board Approved,,,,,Students may find the average versus the weighted average. | Students may need support in understanding the varying weights for items in the data set. | Students may incorrectly identify the cell ranges when using the spreadsheet to calculate the weighted average.,,,,,,,,,,,
15650,MA.912.FL.3.1,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,"Compare simple, compound and continuously compounded interest over time.",,State Board Approved,,Clarification 1: Instruction includes taking into consideration the annual percentage rate (APR) when comparing simple and compound interest.,,,"Many institutions advertise investments by using the annual percentage yield (APY) rather than the annual percentage rate (APR) since it is greater for investments that compound multiple times annually. Students should be careful when analyzing investments to see which percentage is being advertised. | For simple interest scenarios, students may forget to add the principal to the interest they calculate using the simple interest formula when calculating the total amount of an investment over time. | For compound interest scenarios, students may forget to subtract the principal from the total amount they calculate using a compound interest formula when calculating the total interest earned over time. | Students may confuse the compounding period variable with time variable. | Students may assume continuously compounding accounts will have a substantially larger returns, when in fact, the difference in the total interest earned through continuous compounding is not very high when compared to traditional compounding periods. | Students may incorrectly use the rate. For example, students may be given the rate of 4.2% and they use 4.2 instead of 0.042. To address this misconception, students should use multiple representations of percentages. | For example, students may be given the rate of 4.2% and they use 4.2 instead of 0.042. To address this misconception, students should use multiple representations of percentages.",,,,,,,,,,,
15651,MA.912.FL.3.2,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,"Solve real-world problems involving simple, compound and continuously compounded interest.",,State Board Approved,,"Clarification 1: Within the Algebra 1 course, interest is limited to simple and compound.",,,"Some problems related to this standard may ask students for the interest earned over a period of time; while others may ask for the account balance or total value of the investment over a period of time. Some students may miss this distinction and may always calculate total interest for simple interest problems and total value for compound interest problems. | Students may confuse the frequencies of interest being compounded. | When forming interest equations, students sometimes forget to convert the interest rate from a percent value to a decimal value before substituting it into the formula.",,,,,,,,,,,
15652,MA.912.FL.3.3,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,Solve real-world problems involving present value and future value of money,,State Board Approved,,,,,The formula for periodic investments is complex. Students should solve portions of the formula over several steps to ensure accurate calculations. Recording these steps in writing can help identify errors for miscalculations.,,,,,,,,,,,
15653,MA.912.FL.3.4,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,Explain the relationship between simple interest and linear growth. Explain the relationship between compound interest and exponential growth and the relationship between continuously compounded interest and exponential growth.,,State Board Approved,,"Clarification 1: Within the Algebra 1 course, exponential growth is limited to compound interest.",,,"When forming compound interest equations, students sometimes forget to convert the interest rate from a percent value to a decimal value before substituting it into the formula.",,,,,,,,,,,
15654,MA.912.FL.3.5,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,Compare the advantages and disadvantages of using cash versus personal financing options.,,State Board Approved,,"Clarification 1: Instruction includes advantages and disadvantages for a business and for an individual. | Clarification 2: Personal financing options include debit cards, credit cards, installment plans and loans.",,,"Depending on the terms of a loan or credit card, students may need to convert the APR into a monthly or daily interest rate. Be sure to have students double check the terms of the finance option before beginning calculations.",,,,,,,,,,,
15655,MA.912.FL.3.6,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,"Calculate the finance charges and total amount due on a bill using various forms of credit using estimation, spreadsheets and other technology.",,State Board Approved,,Clarification 1: Instruction includes how annual percentage rate (APR) and periodic rate are calculated per month and the connection between the two percentages.,,,"Given the complexity of the formulas used in this benchmark, be sure to calculate one example by hand and by technology to confirm any formulas entered into spreadsheet technology are calculating correctly.",,,,,,,,,,,
15656,MA.912.FL.3.7,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,Compare the advantages and disadvantages of different types of student loans by manipulating a variety of variables and calculating the total cost using spreadsheets and other technology.,,State Board Approved,,"Clarification 1: Instruction includes students researching the latest information on different student loan options. | Clarification 2: Instruction includes comparing subsidized (Stafford), unsubsidized, direct unsubsidized and PLUS loans. | Clarification 3: Instruction includes considering different repayment plans, including deferred payments and forbearance. | Clarification 4: Instruction includes how interest on student loans may affect one’s income taxes.",,,Students may think that interest does not accrue for unsubsidized loans during the grace period. | Students may forget to capitalize grace period interest when calculating monthly payments for unsubsidized loans.,,,,,,,,,,,
15657,MA.912.FL.3.8,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,"Calculate using spreadsheets and other technology the total cost of purchasing consumer durables over time given different monthly payments, down payments, financing options and fees.",,State Board Approved,,,,,"Students may miss that many finance options back charge interest for the full beginning principle, even if some of the principle has been paid off during an “interest free” period. | Students may not use periodic interest in their calculations and may use the APR.",,,,,,,,,,,
15658,MA.912.FL.3.9,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,Compare the advantages and disadvantages of different types of mortgage loans by manipulating a variety of variables and calculating fees and total cost using spreadsheets and other technology.,,State Board Approved,,"Clarification 1: Instruction includes understanding various considerations that qualify a buyer for a loan, such as Debt-to-Income ratio. | Clarification 2: Fees include discount prices, origination fee, maximum brokerage fee on a net or gross loan, documentary stamps and prorated expenses. | Clarification 3: Instruction includes a cost comparison between a higher interest rate and fewer mortgage points versus a lower interest rate and more mortgage points. | Clarification 4: Instruction includes a cost comparison between the length of the mortgage loan, such as 30-year versus 15-year. | Clarification 5: Instruction includes adjustable rate loans, tax implications and equity for mortgages.",,,"Students may not consider homeowner’s insurance, property taxes or Private Mortgage Insurance (if making a down payment less that 20%) when considering how much of a mortgage they can afford for a given budget. | Students may not consider that both front-end and back-end ratios are considered by lenders. Budgets that have too large of a back-end ratio will not be eligible for many loans even if the front-end ratio is under 28%. | If considering an ARM, student may assume the adjustment index rate will remain constant over time. Heavy research should be done on the historical fluctuation of adjustment index rates before assuming the risk of an ARM.",,,,,,,,,,,
15659,MA.912.FL.3.10,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,"Analyze credit scores qualitatively. Explain how short-term and long-term purchases, including deferred payments, may increase or decrease credit scores. Explain how credit scores influence buying power.",,State Board Approved,,"Clarification 1: Instruction includes how each of the following categories affects a credit score: past payment history, amount of debt, public records information, length of credit history and the number of recent credit inquiries. | Clarification 2: Instruction includes how a credit score affects qualification and interest rate for a home mortgage.",,,"Students may assume that each category of a credit score calculation works independently of the others and seek to positively impact one category without considering the impact on other categories. For example, opening a new line of credit could increase the Types of Credit category but it also lowers your average credit history across your accounts and increases the amount of total debt. Students should consider the impact of decisions across all 5 categories when making financial decisions. | For example, opening a new line of credit could increase the Types of Credit category but it also lowers your average credit history across your accounts and increases the amount of total debt. Students should consider the impact of decisions across all 5 categories when making financial decisions.",,,,,,,,,,,
15660,MA.912.FL.3.11,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,"Given a real-world scenario, establish a plan to pay off debt.",,State Board Approved,,Clarification 1: Instruction includes the comparison of different plans to pay off the debt. | Clarification 2: Instruction includes pay off plans for a business and for an individual.,,,"Given the complexity of the formulas used in this benchmark, be sure to calculate one example by hand and by technology to confirm any formulas entered into spreadsheet technology are calculating correctly. | When using spreadsheet technology for analysis, multiple problems can develop as students create and enter formulas for calculations. Write sample formula entries (i.e., the credit card payoff formula=(4500∗(0.18/12))/(1−(1+(0.18/12))^(−12∗3)) on the board for them to emulate to help prevent this. Note that many programs require a ∗ symbol to denote multiplication. Placing two variable (or cells) side by side may generate a REF error.",,,,,,,,,,,
15661,MA.912.FL.3.12,912,Mathematics (B.E.S.T.),Financial Literacy,Describe the advantages and disadvantages of short-term and long-term purchases.,"Given fixed costs, per item costs and selling price, determine the break-even point for sales volume.",,State Board Approved,,,,,,,,,,,,,,,,
15662,MA.912.FL.4.1,912,Mathematics (B.E.S.T.),Financial Literacy,"Describe the advantages and disadvantages of financial and investment plans, including insurances.","Calculate and compare various options, deductibles and fees for various types of insurance policies using spreadsheets and other technology.",,State Board Approved,,"Clarification 1: Insurances include medical, car, homeowners, life and rental car. | Clarification 2: Instruction includes types of insurance for a business and for an individual.",,,"When comparing different insurances premiums, look for students who may select one as more financially beneficial without considering the deductible. | When deciding which car insurance premiums, look for students who may select a premium that will not cover what they need based on different scenarios. | When analyzing premiums and coverages, look for students who do not consider all the coverages and may select a cheaper option. Help students understand the importance of truly getting the coverage needed for life circumstances. | Previously students have used spreadsheets and other technology to help calculate math problems, look for students who may input the information incorrectly into the spreadsheet and/or technology.",,,,,,,,,,,
15663,MA.912.FL.4.2,912,Mathematics (B.E.S.T.),Financial Literacy,"Describe the advantages and disadvantages of financial and investment plans, including insurances.",Compare the advantages and disadvantages for adding on a one-time warranty to a purchase using spreadsheets and other technology.,,State Board Approved,,"Clarification 1: Warranties include protection plans from stores, car warranty and home protection plans. | Clarification 2: Instruction includes types of warranties for a business and for an individual. | Clarification 3: Instruction includes taking into consideration the risk of utilizing or not utilizing a one-time warranty on one or multiple purchases.",,,"When comparing the different warranties, look for students who may select one as more or less advantageous based on the stipulations and items. | Previously students have used spreadsheets and other technology to help calculate math problems, look for students who may input the information incorrectly into the spreadsheet and/or technology.",,,,,,,,,,,
15664,MA.912.FL.4.3,912,Mathematics (B.E.S.T.),Financial Literacy,"Describe the advantages and disadvantages of financial and investment plans, including insurances.",Compare the advantages and disadvantages of various retirement savings plans using spreadsheets and other technology.,,State Board Approved,,Clarification 1: Instruction includes weighing options based on salary and retirement plans from different potential employers. | Clarification 2: Instruction includes understanding the need to build one’s own retirement plan when starting a business.,,,"Students may misinterpret the information and determine that one employer is a better option; however, in the long run one would have to work longer. | Students may input data incorrectly into the spreadsheet and not see the overall contributions to a retirement account.",,,,,,,,,,,
15665,MA.912.FL.4.4,912,Mathematics (B.E.S.T.),Financial Literacy,"Describe the advantages and disadvantages of financial and investment plans, including insurances.","Collect, organize and interpret data to determine an effective retirement savings plan to meet personal financial goals using spreadsheets and other technology.",,State Board Approved,,"Clarification 1: Instruction includes students researching the latest information on different retirement options. | Clarification 2: Instruction includes the understanding of the relationship between salaries and retirement plans. | Clarification 3: Instruction includes retirement plans from the perspective of a business and of an individual. | Clarification 4: Instruction includes the comparison of different types of retirement plans, including IRAs, pensions and annuities.",,,Students may misinterpret the information provided and determine a retirement plan that is not the most advantageous for employees. | Students may not input the formulas into the spreadsheet correctly and generate an incorrect amount when analyzing the different plans.,,,,,,,,,,,
15666,MA.912.FL.4.5,912,Mathematics (B.E.S.T.),Financial Literacy,"Describe the advantages and disadvantages of financial and investment plans, including insurances.",Compare different ways that portfolios can be diversified in investments.,,State Board Approved,,Clarification 1: Instruction includes diversifying a portfolio with different types of stock and diversifying a portfolio by including both stocks and bonds.,,,Students may not diversify their portfolio to have a balance of both stocks and bonds. Be cautious of students who may only include all stocks or all bonds. It is important for students to understand risks associated with stocks.,,,,,,,,,,,
15667,MA.912.FL.4.6,912,Mathematics (B.E.S.T.),Financial Literacy,"Describe the advantages and disadvantages of financial and investment plans, including insurances.","Simulate the purchase of a stock portfolio with a set amount of money, and evaluate its worth over time considering gains, losses and selling, taking into account any associated fees.",,State Board Approved,,,,,Students may not make the best decisions when diversifying simulated portfolio. | Students may incorrectly calculate their gains and/or losses based on when the stock is bought or traded. | Students may buy or sell their stock and/or bond at a time that is not beneficial. | Students may not include dividends when it is offered by the company. Remind students to research this as part of their development of their portfolio.,,,,,,,,,,,
15676,MA.912.GR.1.1,912,Mathematics (B.E.S.T.),Geometric Reasoning,Prove and apply geometric theorems to solve problems.,"Prove relationships and theorems about lines and angles. Solve mathematical and real-world problems involving postulates, relationships and theorems of lines and angles.",,State Board Approved,,"Clarification 1: Postulates, relationships and theorems include vertical angles are congruent; when a transversal crosses parallel lines, the consecutive angles are supplementary and alternate (interior and exterior) angles and corresponding angles are congruent; points on a perpendicular bisector of a line segment are exactly those equidistant from the segment’s endpoints. | Clarification 2: Instruction includes constructing two-column proofs, pictorial proofs, paragraph and narrative proofs, flow chart proofs or informal proofs. | Clarification 3: Instruction focuses on helping a student choose a method they can use reliably.",,,"Students may misuse the terms corresponding, alternate interior, and alternate exterior as synonyms of congruent. Similarly, students may misuse same-side interior and same-side exterior (consecutive interior and consecutive exterior) to imply the angles must be supplementary.",,,,,,,,,,,
15677,MA.912.GR.1.2,912,Mathematics (B.E.S.T.),Geometric Reasoning,Prove and apply geometric theorems to solve problems.,"Prove triangle congruence or similarity using Side-Side-Side, Side-Angle-Side, Angle-Side-Angle, Angle-Angle-Side, Angle-Angle and Hypotenuse-Leg.",,State Board Approved,,"Clarification 1: Instruction includes constructing two-column proofs, pictorial proofs, paragraph and narrative proofs, flow chart proofs or informal proofs. | Clarification 2: Instruction focuses on helping a student choose a method they can use reliably.",,,"Students may confuse the congruence and similarity versions of the Side-Side-Side and Side-Angle-Side criteria. To address this misconception, provide students with counterexamples and opportunities to discuss the difference. | Students may try to use Angle-Angle, Angle-Angle-Angle or Side-Side-Angle to prove congruence",,,,,,,,,,,
15678,MA.912.GR.1.3,912,Mathematics (B.E.S.T.),Geometric Reasoning,Prove and apply geometric theorems to solve problems.,"Prove relationships and theorems about triangles. Solve mathematical and real-world problems involving postulates, relationships and theorems of triangles.",,State Board Approved,,"Clarification 1: Postulates, relationships and theorems include measures of interior angles of a triangle sum to 180°; measures of a set of exterior angles of a triangle sum to 360°; triangle inequality theorem; base angles of isosceles triangles are congruent; the segment joining midpoints of two sides of a triangle is parallel to the third side and half the length; the medians of a triangle meet at a point. | Clarification 3: Instruction focuses on helping a student choose a method they can use reliably.",,,Students may misidentify an exterior angle as the one resulting from extending two sides of a triangle at the same vertex.,,,,,,,,,,,
15679,MA.912.GR.1.4,912,Mathematics (B.E.S.T.),Geometric Reasoning,Prove and apply geometric theorems to solve problems.,"Prove relationships and theorems about parallelograms. Solve mathematical and real-world problems involving postulates, relationships and theorems of parallelograms.",,State Board Approved,,"Clarification 1: Postulates, relationships and theorems include opposite sides are congruent, consecutive angles are supplementary, opposite angles are congruent, the diagonals of a parallelogram bisect each other, and rectangles are parallelograms with congruent diagonals. | Clarification 2: Instruction includes constructing two-column proofs, pictorial proofs, paragraph and narrative proofs, flow chart proofs or informal proofs. | Clarification 3: Instruction focuses on helping a student choose a method they can use reliably.",,,"Students may think of squares, parallelograms, rectangles and rhombi as being exclusive to each other. A square is a rectangle and a rhombus. | Students may think that parallelograms are not trapezoids. The K-12 Mathematics Glossary defines trapezoids as quadrilaterals with at least one pair of parallel sides. Therefore, all parallelograms are trapezoids.",,,,,,,,,,,
15680,MA.912.GR.1.5,912,Mathematics (B.E.S.T.),Geometric Reasoning,Prove and apply geometric theorems to solve problems.,"Prove relationships and theorems about trapezoids. Solve mathematical and real-world problems involving postulates, relationships and theorems of trapezoids.",,State Board Approved,,"Clarification 1: Postulates, relationships and theorems include the Trapezoid Midsegment Theorem and for isosceles trapezoids: base angles are congruent, opposite angles are supplementary and diagonals are congruent. | Clarification 2: Instruction includes constructing two-column proofs, pictorial proofs, paragraph and narrative proofs, flow chart proofs or informal proofs. | Clarification 3: Instruction focuses on helping a student choose a method they can use reliably.",,,Students may assume that all trapezoids are isosceles trapezoids. | Students may misidentify parallelograms as quadrilaterals that are not trapezoids.,,,,,,,,,,,
